,GameKey,Date,SeasonType,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,DayOfWeek,TeamGameID,TeamID,OpponentID,ScoreID,month,year,dayofyear
467,202210808,2022-10-31 20:15:00,1,2022,8,CLE,CIN,HOME,32,13,45,FirstEnergy Stadium,0,11,14,7,0,36,45,36:45,24,12,12,0,69,440,6.4,4,44,172,3.9,3,23,17,268,1,1,11.7,15.8,73.9,108.61,13,8,61.5,0,0,0.0,5,4,0,0,6,56,1,1,2,10,7,4,2,67,33.5,2,2,0,0,0,0,13,0,23,15,23:15,15,3,9,3,50,229,4.6,2,10,36,3.6,0,35,25,193,2,1,5.5,7.7,71.4,91.73,10,4,40.0,1,0,0.0,1,1,0,0,2,6,1,1,5,39,7,3,4,147,36.8,2,2,0,80.0,0,100.0,0,3,3,0,0,0,1,1,2,1,2,1,0,0,0,0,0,1,0,29,23,5,39,6,1,1,45,35,2,10,1,1,1,Monday,993003354,8,7,18132,10,2022,304
468,202210809,2022-10-30 13:00:00,1,2022,8,DAL,CHI,HOME,49,29,78,AT&T Stadium,14,14,14,7,0,23,56,23:56,24,9,15,0,57,442,7.8,7,29,200,6.9,4,27,21,242,2,1,9.0,11.5,77.8,113.27,11,9,81.8,0,0,0.0,4,4,0,0,6,41,0,0,1,8,5,7,2,142,71.0,1,1,0,0,17,6,6,0,36,4,36:04,22,15,4,3,71,371,5.2,4,43,240,5.6,2,24,18,131,2,0,5.5,7.3,75.0,115.1,15,6,40.0,3,2,66.7,6,4,0,0,6,45,1,1,4,25,2,2,4,203,50.8,1,1,0,100.0,0,66.7,0,7,7,0,0,0,0,0,0,0,2,2,0,3,0,0,0,1,1,48,28,4,25,3,1,1,37,16,1,8,3,0,0,Sunday,993003340,9,6,18121,10,2022,303
469,202210815,2022-10-30 09:30:00,1,2022,8,DEN,JAX,AWAY,21,17,38,Wembley Stadium,0,7,7,7,0,25,56,25:56,18,7,11,0,61,331,5.4,3,28,101,3.6,2,30,18,230,1,1,7.7,12.8,60.0,81.25,11,2,18.2,3,2,66.7,3,3,0,0,12,80,0,0,3,22,2,6,6,306,51.0,1,2,1,7,3,0,7,0,34,4,34:04,24,12,6,6,65,305,4.7,2,32,191,6.0,1,31,18,114,1,2,3.7,6.3,58.1,49.66,11,4,36.4,0,0,0.0,3,1,0,0,5,54,2,0,2,19,8,2,6,287,47.8,2,1,-1,100.0,0,33.3,0,3,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,44,23,2,19,3,1,0,37,28,3,22,5,0,0,Sunday,993003327,10,15,17998,10,2022,303
470,202210811,2022-10-30 13:00:00,1,2022,8,DET,MIA,HOME,27,31,58,Ford Field,14,13,0,0,0,25,38,25:38,22,7,13,2,57,393,6.9,3,19,82,4.3,2,37,27,311,1,0,8.4,11.5,73.0,106.93,9,4,44.4,2,1,50.0,4,3,0,0,6,30,0,0,1,10,2,5,2,117,58.5,0,1,1,7,10,14,0,0,34,22,34:22,27,8,18,1,64,476,7.4,4,26,107,4.1,1,36,29,369,3,0,10.2,12.7,80.6,137.15,12,8,66.7,1,1,100.0,3,3,0,0,7,55,1,1,2,13,4,3,1,38,38.0,1,0,-1,75.0,0,100.0,0,3,3,0,0,0,0,0,2,2,4,4,0,0,0,0,0,1,1,45,16,2,13,2,1,1,39,18,1,10,3,0,0,Sunday,993003336,11,19,18122,10,2022,303
471,202210804,2022-10-30 20:20:00,1,2022,8,GB,BUF,AWAY,17,27,44,Highmark Stadium,0,7,3,7,0,33,48,33:48,21,12,8,1,63,398,6.3,2,31,208,6.7,0,30,19,190,2,1,6.3,10.0,63.3,89.58,12,6,50.0,2,0,0.0,2,1,0,0,8,58,0,0,2,13,3,4,2,89,44.5,1,2,1,7,17,3,0,0,26,12,26:12,20,9,8,3,54,369,6.8,3,27,153,5.7,1,25,13,216,2,2,8.6,16.6,52.0,74.75,7,2,28.6,0,0,0.0,4,2,0,0,4,35,1,0,2,2,4,4,2,73,36.5,2,1,-1,50.0,0,50.0,0,2,2,0,0,0,0,0,2,1,3,3,0,0,0,0,0,2,2,36,15,2,2,6,1,0,48,22,2,13,6,0,0,Sunday,993003351,12,4,18131,10,2022,303
472,202210813,2022-10-30 16:05:00,1,2022,8,HOU,TEN,HOME,10,17,27,NRG Stadium,0,3,0,7,0,25,12,25:12,10,4,5,1,51,161,3.2,1,18,43,2.4,0,30,17,118,1,1,3.9,6.9,56.7,62.92,14,2,14.3,2,2,100.0,2,1,0,0,6,45,0,0,3,34,4,5,8,374,46.8,1,2,1,0,7,7,3,0,34,48,34:48,16,13,3,0,58,354,6.1,2,45,314,7.0,2,10,6,40,0,1,4.0,6.7,60.0,29.17,12,4,33.3,1,1,100.0,2,1,0,0,6,35,1,1,3,15,6,8,5,242,48.4,2,1,-1,50.0,0,50.0,0,1,1,0,0,0,0,0,1,1,2,2,0,0,0,0,0,2,1,45,22,3,15,1,1,1,36,13,3,34,2,0,0,Sunday,993003344,13,34,18127,10,2022,303
473,202210814,2022-10-30 16:25:00,1,2022,8,IND,WAS,HOME,16,17,33,Lucas Oil Stadium,0,3,3,10,0,29,20,29:20,15,5,8,2,54,324,6.0,1,29,135,4.7,1,23,17,189,0,0,8.2,11.1,73.9,97.92,12,5,41.7,0,0,0.0,3,1,0,0,3,25,2,2,2,12,8,5,4,227,56.8,2,1,-1,0,7,0,10,0,30,40,30:40,20,7,13,0,61,362,5.9,2,28,96,3.4,1,31,23,266,1,1,8.6,11.6,74.2,96.98,12,2,16.7,3,2,66.7,3,2,0,0,3,52,0,0,2,13,7,5,6,294,49.0,1,2,1,33.3,0,66.7,0,1,1,0,0,0,0,0,3,3,2,2,0,0,0,0,0,1,1,40,28,2,13,4,0,0,41,16,2,12,2,1,2,Sunday,993003346,14,35,18128,10,2022,303
474,202210815,2022-10-30 09:30:00,1,2022,8,JAX,DEN,HOME,17,21,38,Wembley Stadium,7,3,0,7,0,34,4,34:04,24,12,6,6,65,305,4.7,2,32,191,6.0,1,31,18,114,1,2,3.7,6.3,58.1,49.66,11,4,36.4,0,0,0.0,3,1,0,0,5,54,2,0,2,19,8,2,6,287,47.8,2,1,-1,0,7,7,7,0,25,56,25:56,18,7,11,0,61,331,5.4,3,28,101,3.6,2,30,18,230,1,1,7.7,12.8,60.0,81.25,11,2,18.2,3,2,66.7,3,3,0,0,12,80,0,0,3,22,2,6,6,306,51.0,1,2,1,33.3,0,100.0,0,2,2,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,37,28,3,22,5,0,0,44,23,2,19,3,1,0,Sunday,993003328,15,10,17998,10,2022,303
475,202210832,2022-10-30 16:25:00,1,2022,8,LAR,SF,HOME,14,31,45,SoFi Stadium,7,7,0,0,0,30,4,30:04,16,3,11,2,56,223,4.0,2,21,56,2.7,1,33,22,167,1,0,5.1,7.6,66.7,88.83,13,8,61.5,0,0,0.0,2,2,0,0,4,50,0,0,2,20,4,6,5,253,50.6,0,0,0,0,10,7,14,0,29,56,29:56,22,8,12,2,52,368,7.1,4,23,111,4.8,1,26,22,257,3,0,9.9,11.7,84.6,146.31,9,5,55.6,0,0,0.0,4,3,0,0,3,8,1,0,3,12,6,2,3,123,41.0,0,0,0,100.0,0,75.0,0,2,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,1,1,33,30,3,12,4,1,0,31,25,2,20,2,0,0,Sunday,993003350,32,31,18129,10,2022,303
476,202210822,2022-10-30 13:00:00,1,2022,8,LV,NO,AWAY,0,24,24,Caesars Superdome,0,0,0,0,0,25,9,25:09,13,2,9,2,56,183,3.3,0,13,38,2.9,0,39,23,145,0,1,3.7,6.3,59.0,56.04,14,5,35.7,3,2,66.7,1,0,0,0,6,59,0,0,4,28,0,2,5,229,45.8,1,0,-1,7,10,7,0,0,34,51,34:51,22,9,12,1,63,367,5.8,3,32,136,4.2,1,31,23,231,2,0,7.5,10.0,74.2,116.47,12,7,58.3,1,0,0.0,3,2,0,0,5,27,0,0,0,0,10,8,2,80,40.0,0,1,1,0.0,0,66.7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,1,43,27,0,0,2,0,0,30,18,4,28,7,0,0,Sunday,993003333,25,22,18124,10,2022,303
477,202210811,2022-10-30 13:00:00,1,2022,8,MIA,DET,AWAY,31,27,58,Ford Field,7,10,14,0,0,34,22,34:22,27,8,18,1,64,476,7.4,4,26,107,4.1,1,36,29,369,3,0,10.2,12.7,80.6,137.15,12,8,66.7,1,1,100.0,3,3,0,0,7,55,1,1,2,13,4,3,1,38,38.0,1,0,-1,14,13,0,0,0,25,38,25:38,22,7,13,2,57,393,6.9,3,19,82,4.3,2,37,27,311,1,0,8.4,11.5,73.0,106.93,9,4,44.4,2,1,50.0,4,3,0,0,6,30,0,0,1,10,2,5,2,117,58.5,0,1,1,100.0,0,75.0,0,4,4,0,0,0,0,0,1,1,3,3,0,0,0,0,0,2,2,39,18,1,10,3,0,0,45,16,2,13,2,1,1,Sunday,993003335,19,11,18122,10,2022,303
478,202210820,2022-10-30 13:00:00,1,2022,8,MIN,ARI,HOME,34,26,60,U.S. Bank Stadium,7,7,14,6,0,29,27,29:27,25,11,11,3,68,381,5.6,5,29,173,6.0,3,36,24,208,2,0,5.8,8.7,66.7,100.23,13,6,46.2,1,0,0.0,5,5,0,0,10,86,1,1,3,24,6,8,5,233,46.6,1,3,2,3,7,13,3,0,30,33,30:33,25,5,17,3,70,375,5.4,3,22,78,3.5,0,44,31,297,3,2,6.8,9.6,70.5,92.71,11,4,36.4,1,0,0.0,3,2,0,0,10,67,2,1,4,29,9,4,3,139,46.3,3,1,-2,100.0,0,66.7,0,5,4,0,0,0,0,0,1,0,2,2,0,2,0,0,0,2,2,54,6,4,29,9,0,1,49,15,3,24,3,1,1,Sunday,993003332,20,1,18123,10,2022,303
479,202210824,2022-10-30 13:00:00,1,2022,8,NE,NYJ,AWAY,22,17,39,MetLife Stadium,3,3,13,3,0,35,34,35:34,19,8,9,2,75,288,3.8,1,34,127,3.7,0,35,24,161,1,1,4.6,6.7,68.6,76.01,19,6,31.6,2,1,50.0,3,1,0,0,6,54,1,0,6,33,2,3,4,163,40.8,1,3,2,3,7,0,7,0,24,26,24:26,17,1,15,1,58,387,6.7,2,15,51,3.4,0,41,20,336,2,3,8.2,16.8,48.8,62.65,14,5,35.7,1,0,0.0,3,2,0,0,4,41,0,0,2,19,8,13,4,188,47.0,3,1,-2,33.3,0,66.7,0,1,1,0,0,0,0,0,5,5,2,2,0,0,0,0,0,2,1,31,19,2,19,6,0,0,52,23,6,33,4,1,0,Sunday,993003341,21,24,18125,10,2022,303
480,202210822,2022-10-30 13:00:00,1,2022,8,NO,LV,HOME,24,0,24,Caesars Superdome,7,10,7,0,0,34,51,34:51,22,9,12,1,63,367,5.8,3,32,136,4.2,1,31,23,231,2,0,7.5,10.0,74.2,116.47,12,7,58.3,1,0,0.0,3,2,0,0,5,27,0,0,0,0,10,8,2,80,40.0,0,1,1,0,0,0,0,0,25,9,25:09,13,2,9,2,56,183,3.3,0,13,38,2.9,0,39,23,145,0,1,3.7,6.3,59.0,56.04,14,5,35.7,3,2,66.7,1,0,0,0,6,59,0,0,4,28,0,2,5,229,45.8,1,0,-1,66.7,0,0.0,0,3,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,30,18,4,28,7,0,0,43,27,0,0,2,0,0,Sunday,993003334,22,25,18124,10,2022,303
481,202210830,2022-10-30 16:25:00,1,2022,8,NYG,SEA,AWAY,13,27,40,Lumen Field,0,7,3,3,0,33,34,33:34,14,4,9,1,64,225,3.5,1,28,78,2.8,1,31,17,147,0,0,4.7,8.6,54.8,67.54,16,6,37.5,1,0,0.0,2,1,0,0,6,53,3,2,5,29,10,5,6,322,53.7,2,1,-1,0,10,3,14,0,26,26,26:26,19,4,14,1,62,277,4.5,3,25,87,3.5,1,34,23,190,2,0,5.6,8.3,67.6,101.35,13,3,23.1,2,2,100.0,3,2,0,0,3,25,1,1,3,22,8,8,6,291,48.5,1,2,1,50.0,0,66.7,0,1,1,0,0,0,0,0,2,2,3,3,0,0,0,0,0,2,2,42,17,3,22,3,1,1,49,15,5,29,6,3,2,Sunday,993003347,23,30,18130,10,2022,303
482,202210824,2022-10-30 13:00:00,1,2022,8,NYJ,NE,HOME,17,22,39,MetLife Stadium,3,7,0,7,0,24,26,24:26,17,1,15,1,58,387,6.7,2,15,51,3.4,0,41,20,336,2,3,8.2,16.8,48.8,62.65,14,5,35.7,1,0,0.0,3,2,0,0,4,41,0,0,2,19,8,13,4,188,47.0,3,1,-2,3,3,13,3,0,35,34,35:34,19,8,9,2,75,288,3.8,1,34,127,3.7,0,35,24,161,1,1,4.6,6.7,68.6,76.01,19,6,31.6,2,1,50.0,3,1,0,0,6,54,1,0,6,33,2,3,4,163,40.8,1,3,2,66.7,0,33.3,0,2,2,0,0,0,0,0,2,1,1,1,0,0,0,0,0,5,5,52,23,6,33,4,1,0,31,19,2,19,6,0,0,Sunday,993003342,24,21,18125,10,2022,303
483,202210826,2022-10-30 13:00:00,1,2022,8,PHI,PIT,HOME,35,13,48,Lincoln Financial Field,7,14,7,7,0,25,42,25:42,20,6,13,1,53,401,7.6,5,20,111,5.6,1,30,20,290,4,0,9.7,14.5,66.7,137.5,12,7,58.3,1,1,100.0,1,1,0,0,8,60,0,0,3,18,11,7,4,183,45.8,0,2,2,7,3,3,0,0,34,18,34:18,21,10,9,2,70,302,4.3,1,24,144,6.0,0,40,27,158,1,1,4.0,5.9,67.5,72.71,12,1,8.3,4,4,100.0,3,1,0,0,9,60,2,1,6,38,4,4,4,180,45.0,2,0,-2,100.0,0,33.3,0,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,49,22,6,38,7,2,1,36,17,3,18,5,0,0,Sunday,993003330,26,28,18126,10,2022,303
484,202210826,2022-10-30 13:00:00,1,2022,8,PIT,PHI,AWAY,13,35,48,Lincoln Financial Field,7,3,3,0,0,34,18,34:18,21,10,9,2,70,302,4.3,1,24,144,6.0,0,40,27,158,1,1,4.0,5.9,67.5,72.71,12,1,8.3,4,4,100.0,3,1,0,0,9,60,2,1,6,38,4,4,4,180,45.0,2,0,-2,7,14,7,7,0,25,42,25:42,20,6,13,1,53,401,7.6,5,20,111,5.6,1,30,20,290,4,0,9.7,14.5,66.7,137.5,12,7,58.3,1,1,100.0,1,1,0,0,8,60,0,0,3,18,11,7,4,183,45.8,0,2,2,33.3,0,100.0,0,1,1,0,0,0,0,0,2,2,5,5,0,0,0,0,0,0,0,36,17,3,18,5,0,0,49,22,6,38,7,2,1,Sunday,993003329,28,26,18126,10,2022,303
485,202210830,2022-10-30 16:25:00,1,2022,8,SEA,NYG,HOME,27,13,40,Lumen Field,0,10,3,14,0,26,26,26:26,19,4,14,1,62,277,4.5,3,25,87,3.5,1,34,23,190,2,0,5.6,8.3,67.6,101.35,13,3,23.1,2,2,100.0,3,2,0,0,3,25,1,1,3,22,8,8,6,291,48.5,1,2,1,0,7,3,3,0,33,34,33:34,14,4,9,1,64,225,3.5,1,28,78,2.8,1,31,17,147,0,0,4.7,8.6,54.8,67.54,16,6,37.5,1,0,0.0,2,1,0,0,6,53,3,2,5,29,10,5,6,322,53.7,2,1,-1,66.7,0,50.0,0,3,3,0,0,0,0,0,2,2,1,1,0,0,0,0,0,2,2,49,15,5,29,6,3,2,42,17,3,22,3,1,1,Sunday,993003348,30,23,18130,10,2022,303
486,202210832,2022-10-30 16:25:00,1,2022,8,SF,LAR,AWAY,31,14,45,SoFi Stadium,0,10,7,14,0,29,56,29:56,22,8,12,2,52,368,7.1,4,23,111,4.8,1,26,22,257,3,0,9.9,11.7,84.6,146.31,9,5,55.6,0,0,0.0,4,3,0,0,3,8,1,0,3,12,6,2,3,123,41.0,0,0,0,7,7,0,0,0,30,4,30:04,16,3,11,2,56,223,4.0,2,21,56,2.7,1,33,22,167,1,0,5.1,7.6,66.7,88.83,13,8,61.5,0,0,0.0,2,2,0,0,4,50,0,0,2,20,4,6,5,253,50.6,0,0,0,75.0,0,100.0,0,4,4,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,31,25,2,20,2,0,0,33,30,3,12,4,1,0,Sunday,993003349,31,32,18129,10,2022,303
487,202210833,2022-10-27 20:15:00,1,2022,8,TB,BAL,HOME,22,27,49,Raymond James Stadium,10,0,0,12,0,21,37,21:37,20,4,13,3,62,349,5.6,2,15,44,2.9,1,44,26,305,1,0,6.9,11.7,59.1,87.78,13,4,30.8,1,1,100.0,5,2,0,0,4,35,1,1,3,20,3,7,5,267,53.4,1,0,-1,3,0,14,10,0,38,23,38:23,27,11,15,1,74,453,6.1,3,33,231,7.0,1,38,27,222,2,0,5.8,8.2,71.1,103.18,13,6,46.2,1,0,0.0,6,3,0,0,7,101,0,0,3,16,6,5,4,210,52.5,0,1,1,40.0,0,50.0,0,1,1,0,1,0,0,0,3,3,3,3,0,0,0,0,0,3,2,52,24,3,16,3,0,0,36,13,3,20,7,0,1,Thursday,993003326,33,3,18119,10,2022,300
488,202210813,2022-10-30 16:05:00,1,2022,8,TEN,HOU,AWAY,17,10,27,NRG Stadium,0,7,7,3,0,34,48,34:48,16,13,3,0,58,354,6.1,2,45,314,7.0,2,10,6,40,0,1,4.0,6.7,60.0,29.17,12,4,33.3,1,1,100.0,2,1,0,0,6,35,1,1,3,15,6,8,5,242,48.4,2,1,-1,0,3,0,7,0,25,12,25:12,10,4,5,1,51,161,3.2,1,18,43,2.4,0,30,17,118,1,1,3.9,6.9,56.7,62.92,14,2,14.3,2,2,100.0,2,1,0,0,6,45,0,0,3,34,4,5,8,374,46.8,1,2,1,50.0,0,50.0,0,2,2,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,1,36,13,3,34,2,0,0,45,22,3,15,1,1,1,Sunday,993003343,34,13,18127,10,2022,303
489,202210814,2022-10-30 16:25:00,1,2022,8,WAS,IND,AWAY,17,16,33,Lucas Oil Stadium,0,7,0,10,0,30,40,30:40,20,7,13,0,61,362,5.9,2,28,96,3.4,1,31,23,266,1,1,8.6,11.6,74.2,96.98,12,2,16.7,3,2,66.7,3,2,0,0,3,52,0,0,2,13,7,5,6,294,49.0,1,2,1,0,3,3,10,0,29,20,29:20,15,5,8,2,54,324,6.0,1,29,135,4.7,1,23,17,189,0,0,8.2,11.1,73.9,97.92,12,5,41.7,0,0,0.0,3,1,0,0,3,25,2,2,2,12,8,5,4,227,56.8,2,1,-1,66.7,0,33.3,0,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,3,41,16,2,12,2,1,2,40,28,2,13,4,0,0,Sunday,993003345,35,14,18128,10,2022,303
490,202110931,2021-11-07 16:25:00,1,2021,9,ARI,SF,AWAY,31,17,48,Levi's Stadium,14,3,14,0,0,36,47,36:47,22,9,11,2,68,437,6.4,4,39,163,4.2,3,27,23,274,1,0,10.1,11.9,85.2,121.3,15,7,46.7,2,1,50.0,3,2,0,0,9,84,0,0,2,8,8,7,4,207,51.8,0,3,3,0,7,7,3,0,23,13,23:13,22,2,17,3,56,337,6.0,2,11,39,3.5,0,40,28,298,2,1,7.4,10.6,70.0,97.71,10,4,40.0,0,0,0.0,3,2,0,0,3,35,2,2,5,28,5,5,4,163,40.8,3,0,-3,66.7,0,66.7,0,4,4,0,0,0,0,0,1,1,2,2,0,0,0,0,0,1,1,33,30,5,28,3,2,2,46,42,2,8,2,1,0,Sunday,993002705,1,31,17815,11,2021,311
491,202110922,2021-11-07 13:00:00,1,2021,9,ATL,NO,AWAY,27,25,52,Caesars Superdome,3,7,7,10,0,27,39,27:39,18,2,14,2,57,366,6.4,3,25,34,1.4,1,30,23,332,2,0,11.1,14.4,76.7,134.31,13,5,38.5,1,0,0.0,5,3,0,0,6,76,0,0,2,11,5,2,5,224,44.8,0,1,1,0,0,3,22,0,32,21,32:21,26,6,17,3,69,376,5.4,3,25,109,4.4,1,43,27,267,2,0,6.2,9.9,62.8,95.78,10,3,30.0,1,0,0.0,4,3,0,0,10,74,1,1,1,15,9,5,3,122,40.7,1,0,-1,60.0,0,75.0,0,3,3,0,0,0,0,0,2,2,1,1,0,3,0,0,0,2,2,46,25,1,15,11,1,1,32,35,2,11,2,2,0,Sunday,993002685,2,22,17808,11,2021,311
492,202110903,2021-11-07 13:00:00,1,2021,9,BAL,MIN,HOME,34,31,65,M&T Bank Stadium,3,7,7,14,3,46,4,46:04,36,17,15,4,89,500,5.6,4,45,247,5.5,1,41,27,253,3,2,6.2,9.4,65.9,86.74,15,6,40.0,3,3,100.0,6,4,0,0,8,61,0,0,3,13,6,5,3,125,41.7,2,0,-2,7,10,7,7,0,23,40,23:40,13,6,6,1,52,318,6.1,4,24,131,5.5,1,28,17,187,2,0,6.7,11.0,60.7,104.32,14,5,35.7,2,2,100.0,3,2,0,0,8,107,0,0,0,0,8,3,5,242,48.4,0,2,2,66.7,0,66.7,0,4,4,0,0,0,0,0,2,2,4,4,0,0,0,0,0,1,1,35,18,0,0,5,0,0,59,31,3,13,4,0,0,Sunday,993002694,3,20,17812,11,2021,311
493,202110915,2021-11-07 13:00:00,1,2021,9,BUF,JAX,AWAY,6,9,15,TIAA Bank Field,3,3,0,0,0,30,38,30:38,17,2,15,0,65,301,4.6,0,14,72,5.1,0,47,31,229,0,2,4.9,7.4,66.0,59.62,15,6,40.0,1,0,0.0,1,0,0,0,12,118,1,1,4,35,5,6,3,148,49.3,3,1,-2,3,3,0,3,0,29,22,29:22,16,5,5,6,57,218,3.8,0,27,79,2.9,0,28,17,139,0,0,5.0,8.2,60.7,73.36,13,2,15.4,2,2,100.0,2,0,0,0,8,54,1,1,2,12,8,6,4,180,45.0,1,3,2,0.0,0,0.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,3,36,25,2,12,3,1,1,48,12,4,35,5,2,1,Sunday,993002697,4,15,17811,11,2021,311
494,202110905,2021-11-07 13:00:00,1,2021,9,CAR,NE,HOME,6,24,30,Bank of America Stadium,0,6,0,0,0,27,31,27:31,13,5,8,0,57,240,4.2,0,23,78,3.4,0,33,16,162,0,3,4.9,10.1,48.5,25.06,11,3,27.3,1,0,0.0,2,0,0,0,10,83,0,0,1,10,3,4,4,205,51.2,3,2,-1,0,14,10,0,0,32,29,32:29,17,10,5,2,59,273,4.6,3,39,151,3.9,1,18,12,122,1,1,6.8,10.2,66.7,81.25,14,6,42.9,1,1,100.0,3,2,0,0,6,35,1,1,2,17,3,3,3,152,50.7,2,3,1,0.0,0,66.7,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0,2,1,39,28,2,17,2,2,1,34,25,1,10,8,1,0,Sunday,993002692,5,21,17810,11,2021,311
495,202110928,2021-11-08 20:15:00,1,2021,9,CHI,PIT,AWAY,27,29,56,Acrisure Stadium,0,3,3,21,0,25,55,25:55,20,7,11,2,58,414,7.1,3,26,136,5.2,1,29,17,278,1,1,9.6,16.4,58.6,88.0,12,4,33.3,0,0,0.0,4,2,0,0,12,115,1,1,3,13,5,5,5,234,46.8,2,1,-1,7,7,6,9,0,34,5,34:05,20,8,8,4,66,280,4.2,3,32,105,3.3,1,30,21,175,2,0,5.8,8.3,70.0,106.94,17,6,35.3,2,2,100.0,3,3,0,0,5,30,1,1,4,30,8,3,5,196,39.2,1,2,1,50.0,0,100.0,0,3,3,0,0,0,0,0,3,2,3,2,0,0,0,0,0,3,3,53,25,4,30,2,1,1,41,16,3,13,4,1,1,Monday,993002709,6,28,17817,11,2021,312
496,202110907,2021-11-07 13:00:00,1,2021,9,CIN,CLE,HOME,16,41,57,Paycor Stadium,7,3,0,6,0,35,22,35:22,25,6,15,4,70,348,5.0,2,23,85,3.7,2,42,29,263,0,2,6.3,9.1,69.0,65.87,11,3,27.3,2,0,0.0,4,2,0,0,4,31,1,1,5,25,5,7,3,122,40.7,3,0,-3,7,17,10,7,0,24,38,24:38,14,6,7,1,46,361,7.8,5,23,153,6.7,2,21,14,208,2,0,9.9,14.9,66.7,130.65,9,3,33.3,0,0,0.0,4,2,0,0,10,84,0,0,2,10,12,4,3,118,39.3,0,3,3,50.0,0,50.0,0,1,1,0,1,0,0,0,1,1,5,5,0,0,0,0,0,3,2,29,17,2,10,1,1,0,48,24,5,25,10,2,1,Sunday,993002688,7,8,17805,11,2021,311
